verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,label_present_in_later_edition_csv
63:1,63,"Even though the hypocrites are uttering a truth, God calls them liars. This teaches us that we must reject all the fabrications attributed to the f prophet under the name of “hadith,” even if such “hadith” narrates a truth. The fabrication of “good hadith, ” is the bait that Satan uses to cover a deadly hook (see 6:112-116 and Appendices 11, 15, and 16).","Even though the hypocrites are uttering a truth, God calls them liars.
This teaches us that we must reject all the fabrications attributed to the
f
prophet under the name of “hadith,” even if such “hadith” narrates a truth.
The fabrication of “good hadith, ” is the bait that Satan uses to cover a deadly
hook (see 6:112-116 and Appendices 11, 15, and 16).",410,398,"[36.0, 2265.668, 1556.241, 2557.809]",True
64:12,64,"The enemies of the prophet took advantage of this commandment and flagrantly abused it (see 6:112 and 25:30-31). Thus, they invented a whole set of religious teachings that suit their traditions and desires and attributed them to the prophet, then demanded that everyone follow them instead of, or besides, the Quran (see Appendices 11, 15, and 16).","The enemies of the prophet took advantage of this commandment and
flagrantly abused it (see 6:112 and 25:30-31). Thus, they invented a whole set of
religious teachings that suit their traditions and desires and attributed them to
the prophet, then demanded that everyone follow them instead of, or besides,
the Quran (see Appendices 11, 15, and 16).",411,399,"[151.0, 2269.596, 1660.245, 2566.15]",False
65:1,65,"The divorce interim is three menstruations. Thereafter, the divorcee may remarry (see 2:228).","The divorce interim is three menstruations. Thereafter, the divorcee
may remarry (see 2:228).",413,401,"[125.0, 2310.596, 1626.258, 2444.731]",True
65:2,65,"A divorcee may choose to stay within the ex-husband’s household to take care of her children, or because she has no other place to go.","A divorcee may choose to stay within the ex-husband’s household to
take care of her children, or because she has no other place to go.",413,401,"[124.0, 2445.373, 1625.267, 2579.1]",False
67:2,67,See Appendix 6,See Appendix 6,417,405,"[114.0, 2398.668, 569.243, 2487.392]",True
67:5,67,See Appendix 5.,See Appendix 5.,417,405,"[114.0, 2478.373, 576.994, 2566.168]",False
68:1,68,"This is the only N-initialed sura. This letter occurs in this sura 133 times, or 19 x 7. See Appendix 1 for details of the Arabic test of the Quran’s miraculous numerical code.","This is the only N-initialed sura. This letter occurs in this sura 133 times,
or 19 x 7. See Appendix 1 for details of the Arabic test of the Quran’s
miraculous numerical code.",419,407,"[114.0, 2376.28, 1615.248, 2563.351]",True
68:38,68,"Those who blasphemed against the prophet by inventing “hadith,” can find anything they want in “hadith. ” They strongly defend and uphold “hadith” because it conveniently fits their traditions and personal desires.","Those who blasphemed against the prophet by inventing “hadith,”
can find anything they want in “hadith. ” They strongly defend and uphold
“hadith” because it conveniently fits their traditions and personal desires.",420,408,"[65.0, 2364.918, 1570.241, 2560.1]",False
71:16,71,See footnote 25:61.,See footnote 25:61.,425,413,"[138.0, 2488.97, 674.24, 2578.614]",False
72:18,72,"God and all His messengers preached that we shall forget about Muhammad, Moses, Jesus, Abraham, and anyone else and worship God alone (see 39:45, 40:12, 84-85, the Bible’s Book of Deuteronomy, 6:4, and the Gospel of Mark, 12:29-30.)","God and all His messengers preached that we shall forget about
Muhammad, Moses, Jesus, Abraham, and anyone else and worship God alone
(see 39:45, 40:12, 84-85, the Bible’s Book of Deuteronomy, 6:4, and the Gospel
of Mark, 12:29-30.)",427,415,"[139.0, 2336.28, 1642.238, 2574.809]",False
72:27,72,"For example, Joseph was told of some future events (12:15), and Moses’ mother was told that her infant will be returned to her, and that he will be a messenger of God (28:7).","For example, Joseph was told of some future events (12:15), and
Moses’ mother was told that her infant will be returned to her, and that he will
be a messenger of God (28:7).",428,416,"[33.0, 2371.668, 1534.244, 2557.731]",False
73:20,73,"The enemies of the prophet and the storytellers invented a hadith stating that salat was decreed in heaven during the ninth year at Mecca. This verse in this very early sura proves that salat was a familiar expression. The salat prayers, as well as all religious practices of Islam were passed down to us from Abraham, generation after generation (see 2:135; 3:67, 68, 95; 16:23, 21:73; and Appendix 8).","The enemies of the prophet and the storytellers invented a hadith
stating that salat was decreed in heaven during the ninth year at Mecca. This
verse in this very early sura proves that salat was a familiar expression. The
salat prayers, as well as all religious practices of Islam were passed down to us
from Abraham, generation after generation (see 2:135; 3:67, 68, 95; 16:23,
21:73; and Appendix 8).",430,418,"[56.0, 2198.272, 1562.242, 2552.959]",False
74:52,74,"God is the teacher of His scripture. However, the Quran informs us here that this is done through human teachers. Thus, one man, namely Muhammad, was chosen to receive Quran then deliver it to the world (see also 18:17).","God is the teacher of His scripture. However, the Quran informs us
here that this is done through human teachers. Thus, one man, namely
Muhammad, was chosen to receive Quran then deliver it to the world (see also
18:17).",433,421,"[135.0, 2313.28, 1640.253, 2551.999]",False
75:14,75,See also 17:14 and Appendix 10.,See also 17:14 and Appendix 10.,434,422,"[57.0, 2087.668, 860.241, 2176.392]",False
75:19,75,"The enemies of the prophet who invented “hadith’’and/or ’’sunna” claim that their fabrications are needed to explain the Quran. Obviously, they are ignorant of this verse. God is the only one who explains the Quran, as He places it into the hearts of sincere believers, regardless of their language or level of education (see 41:44 and 55:1-2). Note that the verse number is 19, a significant link with the Quran’s miraculous numerical code (see also 6:19,38, 114; 20:114; and Appendix 10).","The enemies of the prophet who invented “hadith’’and/or ’’sunna”
claim that their fabrications are needed to explain the Quran. Obviously, they
are ignorant of this verse. God is the only one who explains the Quran, as He
places it into the hearts of sincere believers, regardless of their language or level
of education (see 41:44 and 55:1-2). Note that the verse number is 19, a
significant link with the Quran’s miraculous numerical code (see also 6:19,38,
114; 20:114; and Appendix 10).",434,422,"[55.0, 2165.596, 1561.004, 2564.351]",False
76:23-24,76,"These are clear orders that we shall uphold God’s laws as stated in the Quran, the whole Quran, and nothing but the Quran. Those who rely on additional sources of law, such as invented ""hadith"" and/or “sunna,” disbelieve in the Quran's assertions that it is perfect and complete (see 6:19,38, 112-116; 25:30-31; and Appendix 15).","These are clear orders that we shall uphold God’s laws as stated in
the Quran, the whole Quran, and nothing but the Quran. Those who rely on
additional sources of law, such as invented ""hadith"" and/or “sunna,”
disbelieve in the Quran's assertions that it is perfect and complete (see 6:19,38,
112-116; 25:30-31; and Appendix 15).",436,424,"[59.0, 2280.918, 1564.998, 2574.731]",False
77:35,77,"See also 36:65, 41:21, 55:41, and Appendix 10.","See also 36:65, 41:21, 55:41, and Appendix 10.",438,426,"[59.0, 2476.668, 1129.235, 2565.392]",False
79:30,79,"Before the discovery that the planet earth is egg-shaped, the readers of ' Quran interpreted the Arabic word “Dahaaha” in many different ways. In retrospect, this is one of the Quran’s great scientific miracles. Millions of Arabic speaking people today still use the original Arabic word for egg, namely, \ “Dahhy. ’’","Before the discovery that the planet earth is egg-shaped, the readers of
' Quran interpreted the Arabic word “Dahaaha” in many different ways. In
retrospect, this is one of the Quran’s great scientific miracles. Millions of Arabic
speaking people today still use the original Arabic word for egg, namely,
\ “Dahhy. ’’",442,430,"[40.0, 2275.97, 1567.24, 2567.713]",True
