Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
1CO	15	58	xyoj	figs-metaphor	ἐν Κυρίῳ	1	Always abound in the work of the Lord	Here Paul uses the spatial metaphor **in the Lord** to describe the union of believers with the Lord. In this case, being **in the Lord** or united to the Lord identifies why the Corinthians can “know” that their **labor is not in vain**. If your readers would misunderstand this figure of speech, you could express the idea by using a comparable metaphor or express the idea nonfiguratively. Alternate translation: “in union with the Lord” or “because you are united to the Lord” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:58
1CO	16	1	yer5	figs-explicit	εἰς τοὺς ἁγίους	1	for the saints	Here Paul does not clarify which **saints** he is speaking about. However, in [16:3](../16/03.md), he states that this **collection** will be taken to “Jerusalem.” Therefore, the **saints** are Jewish people who believe in Jesus. The Corinthians would have known to which **saints** Paul is referring, but if your readers would misunderstand who the **saints** are, you could express the idea explicitly here instead of waiting until [16:3](../16/03.md). Alternate translation: “for the Jewish saints” or “for the saints in Jerusalem” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 16:1
1CO	16	1	nyy7	figs-infostructure	ὥσπερ διέταξα ταῖς ἐκκλησίαις τῆς Γαλατίας, οὕτως καὶ ὑμεῖς ποιήσατε	1	for the saints	If your language would normally state the command (**you must do**) before the comparison (**even as**), you could reverse the order of these clauses. Alternate translation: “also you must do even as I directed the churches of Galatia” (See: [[rc://en/ta/man/translate/figs-infostructure]])	1CO 16:1
1CO	16	2	w1jv	figs-idiom	κατὰ μίαν σαββάτου	1	storing up	Here, the **first of the week** refers to the first day of the week in the Jewish calendar, which is the day we call Sunday. It is also the day on which Christians would hold special gatherings since Jesus rose from the dead on this day of the week. If your readers would misunderstand **Every first of the week**, you could use a normal way to refer to Sunday, the first day of the week, which is when Christians gather to worship God. Alternate translation: “Every Sunday” or “On the worship day” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 16:2
1CO	16	2	bx0o	figs-imperative	ἕκαστος ὑμῶν…τιθέτω	1	storing up	Here Paul uses a third-person imperative. If you have third-person imperatives in your language, you could use one here. If you do not have third-person imperatives, you could express the idea using a word such as “should” or “must.” Alternate translation: “each of you must put something” (See: [[rc://en/ta/man/translate/figs-imperative]])	1CO 16:2
1CO	16	2	ivmd	figs-idiom	ἕκαστος ὑμῶν παρ’ ἑαυτῷ τιθέτω	1	storing up	Here, to **put something aside** refers to putting some money in a specific location in one’s house to use later for a specific purpose. If your readers would misunderstand **put something aside**, you could use a phrase that refers to putting money in a specific location. Alternate translation: “let each of you place some money in a special place” or “let each of you separate something out” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 16:2
1CO	16	2	ztyz	figs-idiom	ὅ τι ἐὰν εὐοδῶται	1	storing up	Here, **whatever he might have prospered** refers to how much money a person earned. Here, the phrase could specifically refer to: (1) how much more a person made than what they needed or expected. Paul would thus be asking the Corinthians to **put something aside** from the extra money that they received. Alternate translation: “from whatever you earned more than you expected” (2) the amount a person made in a specific period of time. Paul would thus be asking the Corinthians to **put something aside** in proportion to how much they made during a week. Alternate translation: “according to how much you made that week” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 16:2
1CO	16	2	ehne	figs-gendernotations	εὐοδῶται	1	storing up	Although **he** is masculine, Paul is using it to refer to anyone, whether man or woman. If your readers would misunderstand **he**, you could use a nongendered word or refer to both genders. Alternate translation: “you might have prospered” or “he or she might have prospered” (See: [[rc://en/ta/man/translate/figs-gendernotations]])	1CO 16:2
1CO	16	2	q16u	figs-go	ἔλθω	1	storing up	Here Paul is speaking about his plan to visit the Corinthians at some point. Use a form in your language that indicates future travel plans to visit someone. Alternate translation: “I arrive where you live” (See: [[rc://en/ta/man/translate/figs-go]])	1CO 16:2
1CO	16	3	u2ik	figs-infostructure	οὓς ἐὰν δοκιμάσητε…τούτους πέμψω	1	whomever you approve	Here Paul identifies whom he is talking about first (**whomever you might approve**) and then refers back to that phrase by using **them** in the next clause. If your readers would find this structure confusing, you could restructure the sentence and indicate what Paul is talking about in another way. Alternate translation: “I will send whomever you might approve” (See: [[rc://en/ta/man/translate/figs-infostructure]])	1CO 16:3
1CO	16	3	j612	figs-explicit	δι’ ἐπιστολῶν	1	I will send with letters	In Paul’s culture, messengers and travelers often carried a letter or letters that were meant to introduce them to the person they were going to visit. These kinds of letters usually stated that the messenger or traveler was trustworthy and should be welcomed. You can find the sorts of things that would be written in these types of letters in [2 Corinthians 8:16–24](../2co/08/16.md). Here, the letters could be from: (1) Paul. Alternate translation: “with letters of introduction from me” (2) the Corinthians. Alternate translation: “with your letters of introduction” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 16:3
1CO	16	3	yivo	figs-explicit	τὴν χάριν ὑμῶν	1	I will send with letters	Here, **your gift** refers to the money that the Corinthians have “collected.” If your readers would misunderstand **your gift**, you could clarify that it is the **gift** of the money that they have “put aside.” Alternate translation: “your money” or “your contribution” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 16:3
1CO	16	4	ofl5	figs-explicit	ἄξιον ᾖ	1	I will send with letters	Here, **appropriate** identifies an action that fits or matches the situation. Paul does not explicitly state who thinks **it is appropriate**. It could be: (1) both Paul and the Corinthians. Alternate translation: “we consider it appropriate for” (2) just Paul. Alternate translation: “I think it is appropriate for” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 16:4
1CO	16	4	d5zq	figs-go	πορεύεσθαι, σὺν ἐμοὶ πορεύσονται	1	I will send with letters	Here, **go** refers to traveling to Jerusalem. Use a word or phrase that refers to traveling to a different location. Alternate translation: “to travel … they will travel with me” or “visit Jerusalem … they will accompany me” (See: [[rc://en/ta/man/translate/figs-go]])	1CO 16:4
1CO	16	5	hr4z	figs-go	ἐλεύσομαι…πρὸς ὑμᾶς	1	I will send with letters	Here Paul is speaking about his plan to visit the Corinthians at some point. Use a form in your language that indicates future travel plans to visit someone. Alternate translation: “I will arrive where you live” (See: [[rc://en/ta/man/translate/figs-go]])	1CO 16:5
1CO	16	5	munt	figs-go	διέλθω…διέρχομαι	1	I will send with letters	Here, **passed through** and **going through** refer to entering and then exiting an area while one is traveling. Use a form in your language that refers to this kind of movement. Alternate translation: “I have entered and then left … I am entering and then leaving” (See: [[rc://en/ta/man/translate/figs-go]])	1CO 16:5
1CO	16	5	zqlh	figs-pastforfuture	διέρχομαι	1	I will send with letters	Here Paul speaks as if he were **going through Macedonia** while he writes this letter. He speaks in this way because it is his current plan to go **through Macedonia** when he leaves Ephesus. If your readers would misunderstand why Paul speaks in the present tense here, you could use whatever tense is customarily used to speak about travel plans in your language. Alternate translation: “I will go through” (See: [[rc://en/ta/man/translate/figs-pastforfuture]])	1CO 16:5
